Compound ID,InChIKey,SMILES,logS,logP,MW,Normalized_logS,Normalized_logP,Group,Avg_Similarity,Similarity_Grp
C1811,PBYJDHRFPFHVKZ-OQKDUQJOSA-N,CCCCCCOc1ccc(c2c1cccc2)C(=N)N(CCCC)CCCC.Cl,-8.933846013,7.9282,419.043,0.46611055046328626,0.5933611002755722,Low logS High logP,0.1545416992648532,Most Similar
C1814,ZDTAJBBRWBBHSZ-LVEZLNDCSA-N,OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O.COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,-8.921848136,5.1976,830.297,0.4667129232961549,0.5074618414264322,Low logS High logP,0.13320368956059062,Most Similar
C1815,DEZFNHCVIZBHBI-ZHACJKMWSA-N,O=C(c1c(O)c(Cc2c(O)c(C)c(c(c2O)C(=O)C)O)c(c2c1OC(C)(C)C=C2)O)/C=C/c1ccccc1,-8.88924371,5.3967,516.539,0.468349881272443,0.5137251324382479,Low logS High logP,0.11939396814565746,Least Similar
C1816,CMEAGPOJDJVIAH-UHFFFAOYSA-N,OC(C1CCCC(N1)C(Cc1ccccc1)(Cc1ccccc1)O)(Cc1ccccc1)Cc1ccccc1,-8.883036682,6.2589,505.69,0.46866151515900933,0.5408482339469742,Low logS High logP,0.1200304211577556,Most Similar
C1817,OWUWCULIKLLRIP-UHFFFAOYSA-N,CCOc1nc(ncc1C(=O)OCC)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1.Cl,-8.882266484,6.4036,587.151,0.46870018419613396,0.545400208881227,Low logS High logP,0.13630702730100763,Most Similar
C1818,JCZYXTVBWHAWLL-UHFFFAOYSA-N,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1ccc(c2)Cl,-8.87831222,6.4483,495.991,0.46889871442007197,0.5468063822023128,Low logS High logP,0.12849846101535017,Most Similar
C9,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)c1cccc2c1c3ccc2,-8.8000002,5.7372,252.309,0.47283049612904116,0.5244365869310817,Low logS High logP,0.1317260533002467,Most Similar
C1821,UWWYQKBJJBZVHJ-UHFFFAOYSA-N,C(=C\C=[N+]1CCCC1)/C=C/N1CCCC1.C(=C\C=[N+]1CCCC1)/C=C/N1CCCC1.OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.O.O.O.O,-8.778692543,7.986,871.069,0.47390028153431596,0.5951793736079827,Low logS High logP,0.10956003031894865,Least Similar
C1822,BVWDWBBIQPIAHW-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.C/C(=C\C=C\N1CCCC1)/C=[N+]1CCCC1.C/C(=C\C=C\N1CCCC1)/C=[N+]1CCCC1.O.O,-8.774697648,8.8948,863.092,0.4741008517033686,0.6237684186684451,Low logS High logP,0.11554663851433399,Least Similar
C1823,FCKJYANJHNLEEP-SRLFHJKTSA-N,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCC(C(O)(C)C)O)C)C)/C1,-8.731026256,5.7047,416.636,0.47629344461912815,0.5234142014068025,Low logS High logP,0.0845492564162254,Least Similar
C1824,GMRQFYUYWCNGIN-NKMMMXOESA-N,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,-8.72489756,5.7047,416.636,0.4766011457208572,0.5234142014068025,Low logS High logP,0.0906577027881832,Least Similar
C10,CTVRBEKNQHJPLX-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)cc(c1Cl)Cl,-8.71,7.274,360.878,0.47734910183176166,0.5727812661222332,Low logS High logP,0.11965777249882406,Least Similar
C11,ICOAEPDGFWLUTI-UHFFFAOYSA-N,Clc1cc(Cl)cc(c1c1c(Cl)cc(cc1Cl)Cl)Cl,-8.71,7.274,360.878,0.47734910183176166,0.5727812661222332,Low logS High logP,0.11516107636425674,Least Similar
C1825,XBZKJGBIPSQKAU-UHFFFAOYSA-N,Brc1ccc2c(c1)C(=O)c1c3c2ccc(c3ccc1)Br,-8.695689899,5.5762,388.053,0.4780675636127923,0.5193718463338827,Low logS High logP,0.12301801753019102,Most Similar
C1826,GTWNJZNRBRCACB-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1NCCC2)C)CC,-8.688584265,8.5781,707.854,0.47842431346794645,0.6138056649595448,Low logS High logP,0.15050384161499414,Most Similar
C1827,IPPMKVWUPMOGFL-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1nccc2)C)CC,-8.686103474,8.6302,703.823,0.47854886559516235,0.615444627600005,Low logS High logP,0.14915022798468133,Most Similar
C1828,BBMULGJBVDDDNI-OWKLGTHSSA-N,CC[C@@H](C(=O)[C@H]([C@H]([C@@H](CCc1ccc(c(c1C(=O)O)O)C)C)O)C)[C@H]1O[C@](C[C@@H]1C)(CC)[C@H]1CC[C@]([C@@H](O1)C)(O)CC,-8.679420524,5.8422,590.788,0.4788843939159994,0.5277396786249071,Low logS High logP,0.1092579050336995,Least Similar
C12,LHRCREOYAASXPZ-UHFFFAOYSA-N,c1ccc2c(c1)c1cc3ccc4c(c3cc1cc2)cccc4,-8.6599998,6.2994,278.347,0.47985944279608367,0.542122283600307,Low logS High logP,0.14122729885314733,Most Similar
C1829,LEQYZWFWTZQBAZ-UHFFFAOYSA-N,Cc1cc(C)cc(c1CNCC1CCC(CC1)CNCc1c(C)cc(cc1C)C)C.Cl.Cl,-8.65966634,8.6086,479.568,0.4798761846950753,0.6147651344515609,Low logS High logP,0.11914376352811606,Least Similar
C13,LKHLFUVHHXCNJH-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,-8.6499996,7.274,360.878,0.480361519022007,0.5727812661222332,Low logS High logP,0.13068425411250498,Most Similar
C14,FZFUUSROAHKTTF-UHFFFAOYSA-N,Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,-8.6499996,7.274,360.878,0.480361519022007,0.5727812661222332,Low logS High logP,0.12730771835689542,Most Similar
C1830,BAYNABZLZVULMV-UHFFFAOYSA-N,Clc1ccccc1CNCCCCCCCCCCCNCc1ccccc1Cl.Cl.Cl,-8.638013709,9.7695,508.395,0.4809632900783467,0.6512847453788173,Low logS High logP,0.15306656474257427,Most Similar
C15,IFLREYGFSNHWGE-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c(c1)cccc2,-8.6000004,5.1462,228.288,0.48287180977971045,0.5058448993972643,Low logS High logP,0.13315686809490543,Most Similar
C16,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-8.6000004,7.274,360.878,0.48287180977971045,0.5727812661222332,Low logS High logP,0.12307088338216161,Most Similar
C17,RVWLHPJFOKUPNM-UHFFFAOYSA-N,Clc1cccc(c1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,-8.6000004,7.274,360.878,0.48287180977971045,0.5727812661222332,Low logS High logP,0.13363106346914927,Most Similar
C18,YREQHYQNNWYQCJ-UHFFFAOYSA-N,CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,-8.6000004,6.372,376.488,0.48287180977971045,0.5444061355714662,Low logS High logP,0.13804711864103442,Most Similar
C1832,NEQZNVCTZFSAIO-UHFFFAOYSA-N,OC(c1ccccc1)(c1cccc(n1)C(c1ccccc1)(Cc1ccccc1)O)Cc1ccccc1,-8.587213975,6.0388,471.589,0.4835137729411525,0.5339243245963936,Low logS High logP,0.1164643867706988,Least Similar
C1833,MOFVSTNWEDAEEK-UHFFFAOYSA-M,[O-]S(=O)(=O)CCCCN1c2ccc3c(c2C(/C/1=C\C=C\C=C\C=C\C1=[N+](CCCCS(=O)(=O)[O-])c2c(C1(C)C)c1ccccc1cc2)(C)C)cccc3.[Na+],-8.580292169,10.5557,774.963,0.4838612934140484,0.6760170376615369,Low logS High logP,0.13035745535324797,Most Similar
C19,MVWHGTYKUMDIHL-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1cc(Cl)c(cc1Cl)Cl)Cl,-8.5600004,7.274,360.878,0.4848800745181091,0.5727812661222332,Low logS High logP,0.11707947040223071,Least Similar
C1834,IUUDHOBDQKMUFS-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccccc1)CCBr,-8.552550872,6.169,503.226,0.48525409012811194,0.5380201582967371,Low logS High logP,0.13140822221714293,Most Similar
C1836,HHQKNFDAEDTRJK-LIOWZGMGSA-N,CCC(=O)[C@H]([C@H]([C@@H](C[C@H]([C@H]1OC(=O)C[C@@]2(O)CC=C([C@H](O2)/C(=C/CCC[C@H](/C=C/[C@@H](C[C@H]1C)C)O[C@@H]1O[C@H](C)[C@H]([C@@H](C1)OC(=O)N)O)/C)C)C)C)O)C,-8.526746539,6.7444,749.971,0.4865496384296568,0.5561211007789004,Low logS High logP,0.09098042573606248,Least Similar
C20,HAXBIWFMXWRORI-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)c2c3c1cccc3ccc2,-8.4899998,5.6404,252.309,0.48839456793427777,0.521391450969536,Low logS High logP,0.13970224781407867,Most Similar
C1839,JVKYZPBMZPJNAJ-OQFNDJACSA-N,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@@H]2N3C[C@H](CC2)C)C)C1)C,-8.481563875,5.5929,397.636,0.48881810720210955,0.5198971952032816,Low logS High logP,0.06511971520460494,Least Similar
C1841,ROPXFXOUUANXRR-YPKPFQOOSA-N,CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC,-8.463936356,5.0618,340.497,0.4897031253229384,0.5031898428357513,Low logS High logP,0.08388872359418126,Least Similar
C1843,SREQLAJQLXPNMC-DXYSAURFSA-N,COC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,-8.444499382,5.691,314.462,0.4906789900605727,0.5229832265857985,Low logS High logP,0.06816508450948361,Least Similar
C1844,BXDAOUXDMHXPDI-UHFFFAOYSA-N,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-8.443570465,6.4904,480.417,0.4907256278419726,0.548130764681456,Low logS High logP,0.1288639612883279,Most Similar
C1845,HTFJZNJYLBRWHS-UHFFFAOYSA-N,Clc1cccc(c1CNCC1CCC(CC1)CNCc1c(Cl)cccc1Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189,0.49106358033917535,0.6387738923632519,Low logS High logP,0.13953632427779114,Most Similar
C1846,WAGUALLVPHOILS-UHFFFAOYSA-N,Clc1ccc(cc1Cl)CNCC1CCC(CC1)CNCc1ccc(c(c1)Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189,0.49106358033917535,0.6387738923632519,Low logS High logP,0.14001941091915834,Most Similar
C1847,ZAWVEQPFRDHWIY-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)CNCC1CCC(CC1)CNCc1ccc(cc1Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189,0.49106358033917535,0.6387738923632519,Low logS High logP,0.13909836537915143,Most Similar
C21,VQQKIXKPMJTUMP-UHFFFAOYSA-N,Clc1cccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,-8.4200001,7.274,360.878,0.4919090161644898,0.5727812661222332,Low logS High logP,0.13279518358411457,Most Similar
C1850,PSICOFASYZDHQP-UHFFFAOYSA-N,C=CCN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)CC=C,-8.411013505,6.4372,404.492,0.492360202710909,0.5464571982232511,Low logS High logP,0.12176002860063077,Most Similar
C22,LXMQMMSGERCRSU-UHFFFAOYSA-N,FC(c1cccc(c1)C(n1cncn1)(c1ccccc1)c1ccccc1)(F)F,-8.3999996,5.1371,379.378,0.4929131736369983,0.5055586314504662,Low logS High logP,0.10986464594499601,Least Similar
C23,OWZREIFADZCYQD-HBFSDRIKSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Br)Br,-8.3999996,6.49018,505.199,0.4929131736369983,0.5481238439179071,Low logS High logP,0.11721671558577328,Least Similar
C24,DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-8.3999996,6.4876,226.441,0.4929131736369983,0.5480426822362874,Low logS High logP,0.10147387603528252,Least Similar
C25,GLDOVTGHNKAZLK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCO,-8.3999996,6.2402,270.494,0.4929131736369983,0.540259969045312,Low logS High logP,0.09523295549748759,Least Similar
C1851,MDLAAYDRRZXJIF-UHFFFAOYSA-N,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,-8.385256623,7.4706,523.965,0.49365336865820136,0.5789659120937196,Low logS High logP,0.12545130998620285,Most Similar
C1852,LAYLQVBQIBQVLL-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(c1ccc(cc1)I)C,-8.376413208,6.0786,416.337,0.49409736662098946,0.5351763536384341,Low logS High logP,0.13320025360929086,Most Similar
C1856,JYYFMIOPGOFNPK-AGRJPVHOSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,-8.334127951,6.139,306.483,0.4962203663856701,0.537076417812787,Low logS High logP,0.08197638292381024,Least Similar
C26,HMSWAIKSFDFLKN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.3299999,10.3886,366.707,0.4964276218672103,0.6707604031659348,Low logS High logP,0.09663882822337262,Least Similar
C1857,JFJZZMVDLULRGK-URLMMPGGSA-O,COc1cc2CCN([C@@H]3c2cc1Oc1cc(ccc1O)C[C@@H]1c2c(CC[N+]1(C)C)cc(c(c2Oc1ccc(C3)cc1)O)OC)C,-8.327264912,6.5977,609.731,0.4965649363662189,0.5515062098123844,Low logS High logP,0.11391593579744377,Least Similar
C27,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl,-8.3199997,7.274,360.878,0.49692969809313364,0.5727812661222332,Low logS High logP,0.1323549335937143,Most Similar
C1858,PZHBZYPUUCYOIA-UHFFFAOYSA-N,CN(c1ccc2c(c1)cccc2)C(=S)Oc1ccc2c(c1)cccc2,-8.313139462,5.7931,343.441,0.4972741274449442,0.5261950900328421,Low logS High logP,0.13658114612986494,Most Similar
C1859,IECPWNUMDGFDKC-MZJAQBGESA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)C[C@H]([C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C,-8.302983458,5.6661,516.709,0.4977840260628501,0.5221999219841199,Low logS High logP,0.08508393886026668,Least Similar
C28,TZMHVHLTPWKZCI-UHFFFAOYSA-N,Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl,-8.3000002,7.9274,395.323,0.49793380535902376,0.5933359338626668,Low logS High logP,0.12542781266768774,Most Similar
C1861,PRVPQDZPPCTAMN-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCNCCSSCCNCCCCCOc1ccc(cn1)Cl.Cl.Cl,-8.28220656,8.5282,620.526,0.4988271638535177,0.6122359099545746,Low logS High logP,0.14035545988160766,Most Similar
